w,y,square_meters,bathrooms_number,lift,rooms_number,other_features,total_floors_in_building,car_parking,availability,condominium_fees,year_of_construction,conditions,zone,floor,heating_centralized,energy_efficiency_class
1,637000,134,2,yes,4,security door | balcony | half-day concierge | centralized tv system | cellar | window frames in glass / pvcdouble exposure,8,no,available,335,NA,to be refurbished,farini,2,central,g
1,320000,75,1,no,3,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | balcony | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvc,3,1 in garage/box,available,180,1967,good condition / liveable,san siro,2,central,g
1,197000,48,1,yes,2,optic fiber | video entryphone | alarm system | security door | centralized tv system | furnished | window frames in double glass / pvcdouble exposure,4,no,available,110,1920,excellent / refurbished,precotto,3,independent,f
1,1290000,183,3,yes,5+,video entryphone | alarm system | cellar | private garden,3,no,available,No condominium fees,2023,new / under construction,città studi,ground floor,independent,a
1,510000,120,2,no,3,tavern | optic fiber | security door | balcony | centralized tv system | window frames in glass / wood | double exposure,4,no,available,250,NA,excellent / refurbished,navigli - darsena,ground floor,independent,g
1,680000,170,NA,no,5,electric gate | fireplace | attic | tavern | optic fiber | security door | closet | balcony | single tv system | cellar | private garden | window frames in double glass / pvcdouble exposure,3,3 in shared parking,available,NA,1960,good condition / liveable,san siro,mezzanine,independent,g
1,226000,80,1,yes,2,optic fiber | security door | centralized tv system | window frames in triple glass / pvc,5,no,available,192,1960,excellent / refurbished,cermenate - abbiategrasso,semi-basement,independent,e
1,375000,50,1,yes,2,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | centralized tv system | furnished | cellar | window frames in double glass / pvc,5,no,available,90,1950,excellent / refurbished,bocconi,1,central,d
1,390000,96,2,yes,3,video entryphone | security door | balcony | full day concierge | centralized tv system | window frames in double glass / pvcdouble exposure,6,no,available,250,NA,excellent / refurbished,certosa,4,central,g
1,1580000,185,3,yes,4,electric gate | security door | balcony | full day concierge | centralized tv system | cellar | window frames in glass / wood | double exposure,6,no,available,500,1970,good condition / liveable,carrobbio,3,central,NA
1,495000,72,1,yes,2,electric gate | optic fiber | video entryphone | security door | external exposure | balcony | full day concierge | single tv system | cellar | window frames in double glass / pvc,8,no,available from 31/12/2024,225,1968,excellent / refurbished,ripamonti,7,central,e
1,700000,160,2,yes,4,electric gate | optic fiber | security door | balcony | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure,7,1 in shared parking,available,540,1965,to be refurbished,dergano,7,central,g
1,140000,30,1,no,1,security door | internal exposure | single tv system | furnished | window frames in glass / wood,6,no,available,80,1970,good condition / liveable,dergano,ground floor,central,NA
1,2200000,195,2,yes,4,video entryphone | security door | terrace | full day concierge | centralized tv system | furnished | cellar | window frames in double glass / wood | double exposure,5,no,available,580,1800,good condition / liveable,turati,1,central,e
1,295000,67,1,yes,2,electric gate | optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / metal | double exposure,6,no,available,200,1960,good condition / liveable,gambara,mezzanine,central,g
1,168000,68,1,yes,2,electric gate | optic fiber | video entryphone | security door | internal exposure | centralized tv system | cellar | shared garden | window frames in double glass / pvc,7,1 in garage/box,available,NA,2024,new / under construction,comasina,ground floor,central,a
1,660000,140,2,yes,4,electric gate | optic fiber | video entryphone | alarm system | security door | balcony | terrace | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal,8,1 in garage/box,available,160,NA,excellent / refurbished,quartiere adriano,8,central,b
1,750000,110,2,yes,3,balcony,5,no,available,200,1925,good condition / liveable,washington,3,central,g
1,288000,75,1,yes,2,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | full day concierge | centralized tv system | partially furnished | cellar | private garden | window frames in double glass / wood,7,1 in shared parking,available,167,2017,excellent / refurbished,quarto cagnino,ground floor,central,a
1,460000,48,1,yes,2,optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | centralized tv system | window frames in double glass / pvc,4,no,available,108,1970,new / under construction,navigli - darsena,3,central,d
1,910000,215,2,yes,5,balcony | full day concierge | window frames in glass / wood,9,1 in garage/box,NA,908,NA,to be refurbished,gambara,3,central,f
1,370000,89,1,no,3,centralized tv system | furnished | private garden,NA,1 in shared parking,available,No condominium fees,NA,new / under construction,greco - segnano,1,independent,a
1,310000,85,1,no,3,optic fiber | video entryphone | security door | balcony | centralized tv system | cellar | window frames in double glass / wood | double exposure,3,1 in garage/box,available,200,1960,excellent / refurbished,bande nere,3,central,g
1,339000,100,2,yes,3,electric gate | video entryphone | security door | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / metal | double exposure,8,no,available,142,2010,good condition / liveable,quartiere adriano,2,central,b
1,285000,73,1,yes,2,electric gate | video entryphone | alarm system | security door | balcony | terrace | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure,12,1 in garage/box,NA,110,2010,excellent / refurbished,quartiere adriano,7,central,b
1,570000,72,1,yes,2,video entryphone | security door | external exposure | balcony | full day concierge | centralized tv system | cellar | window frames in double glass / pvc,7,no,available,250,1950,excellent / refurbished,centrale,2,central,g
1,215000,104,1,yes,4,security door | balcony | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure,6,no,available,333,1965,good condition / liveable,quartiere olmi,2,central,g
1,238000,55,1,yes,2,optic fiber | video entryphone | security door | internal exposure | centralized tv system | furnished | cellar | shared garden | window frames in double glass / metal,4,no,available,70,1900,excellent / refurbished,navigli - darsena,3,independent,g
1,280000,100,1,yes,3,security door | external exposure | full day concierge | centralized tv system | window frames in glass / wood,9,no,available,NA,1965,to be refurbished,lorenteggio,9,central,f
1,1100000,175,2,no,4,fireplace | optic fiber | security door | closet | balcony | centralized tv system | shared garden | window frames in glass / wood | double exposure,2,1 in shared parking,available,160,1900,good condition / liveable,farini,2,independent,g
1,338000,135,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | centralized tv system | partially furnished | cellar | private garden | window frames in double glass / pvc,6,2 in garage/box,available,200,2005,good condition / liveable,quarto oggiaro,ground floor,central,f
1,625000,159,2,yes,5,attic | optic fiber | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / pvcdouble exposure,8,no,available,360,1960,excellent / refurbished,tre castelli - faenza,1,central,NA
1,690000,100,1,yes,3,security door | balcony | full day concierge,5,no,available,150,NA,excellent / refurbished,guastalla,ground floor,NA,a
1,790000,137,2,no,3,electric gate | fireplace | tavern | video entryphone | alarm system | security door | internal exposure | terrace | centralized tv system | only kitchen furnished | private garden | window frames in double glass / metal,1 floor,1 in shared parking,available,200,2006,excellent / refurbished,navigli - darsena,ground floor,independent,g
1,499000,87,1,yes,3,optic fiber | security door | balcony | full day concierge | centralized tv system | shared garden | window frames in double glass / pvcdouble exposure,8,no,available,200,1960,new / under construction,san siro,8,central,a
1,1380000,170,2,yes,4,security door | external exposure | balcony | terrace | cellar | window frames in double glass / metal,8,no,available,450,1950,good condition / liveable,solari,8,central,g
1,549000,102,1,yes,3,electric gate | optic fiber | video entryphone | security door | internal exposure | closet | balcony | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / pvc,5,no,available,250,NA,excellent / refurbished,pezzotti - meda,mezzanine,central,NA
1,220000,40,1,yes,2,reception | kitchen | furnished | private garden | window frames in double glass / metal | exposure west,8,no,available,130,1960,good condition / liveable,affori,mezzanine,central,NA
1,405000,85,1,yes,3,optic fiber | security door | balcony | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in glass / pvcdouble exposure,8,no,available,200,1960,to be refurbished,città studi,2,central,g
1,890000,107,2,no,3,electric gate | optic fiber | video entryphone | alarm system | security door | terrace | centralized tv system | window frames in triple glass / pvcdouble exposure,2,no,available,NA,2022,new / under construction,vercelli - wagner,1,central,a
1,790000,160,2,yes,3,optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,3,no,available,333,1900,excellent / refurbished,pasteur,3,central,d
1,199000,47,1,no,2,optic fiber | video entryphone | security door | internal exposure | window frames in glass / pvc,4,no,available,62,NA,excellent / refurbished,dergano,4,central,NA
1,750000,105,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,6,no,NA,140,1900,excellent / refurbished,piave - tricolore,1,independent,f
1,1230000,147,2,yes,4,fireplace | optic fiber | security door | external exposure | closet | balcony | centralized tv system | partially furnished | cellar | window frames in double glass / pvc,5,no,available,290,1900,good condition / liveable,carrobbio,3,independent,e
1,420000,83,1,yes,2,balcony | full day concierge | furnished | shared garden,6,no,NA,200,1968,excellent / refurbished,farini,5,central,g
1,449000,85,1,yes,3,electric gate | optic fiber | video entryphone | security door | balcony | half-day concierge | centralized tv system | window frames in double glass / pvcdouble exposure,7,no,available,100,1970,excellent / refurbished,istria,1,independent,c
1,870000,167,2,yes,4,external exposure | balcony | terrace | cellar | window frames in glass / metal,4,no,available,No condominium fees,NA,to be refurbished,maggiolina,1,central,f
1,580000,83,1,yes,2,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood,3,no,available,250,1900,excellent / refurbished,ticinese,ground floor,independent,e
1,318000,150,1,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | balcony | terrace | full day concierge | furnished | shared garden | window frames in double glass / pvcdouble exposure,3,no,available,250,2010,excellent / refurbished,turro,2,central,b
1,540000,110,2,yes,3,electric gate | optic fiber | video entryphone | security door | closet | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure,5,1 in garage/box,available from 05/04/2024,200,1960,excellent / refurbished,dergano,mezzanine,central,NA
1,1360000,190,3,no,4,electric gate | attic | optic fiber | video entryphone | security door | internal exposure | closet | terrace | full day concierge | centralized tv system | partially furnished | shared garden | window frames in double glass / metal,1 floor,no,available,170,2012,excellent / refurbished,ascanio sforza,1,independent,e
1,599000,105,1,no,3,optic fiber | video entryphone | security door | internal exposure | centralized tv system | partially furnished | shared garden | window frames in double glass / pvc,5,no,available,80,1920,excellent / refurbished,porta venezia,1,independent,f
1,170000,40,1,yes,1,electric gate | security door | internal exposure | balcony | full day concierge | centralized tv system | shared garden | window frames in double glass / metal,3,no,available,60,2004,excellent / refurbished,tre castelli - faenza,1,independent,e
1,370000,80,1,yes,2,optic fiber | video entryphone | security door | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure,5,no,NA,125,1930,excellent / refurbished,città studi,mezzanine,central,f
1,288000,80,1,yes,3,electric gate | optic fiber | security door | internal exposure | balcony | half-day concierge | centralized tv system | cellar | private garden | window frames in glass / metal,5,1 in garage/box,available,100,1990,good condition / liveable,quartiere adriano,mezzanine,central,g
1,324000,59,2,yes,2,electric gate | optic fiber | video entryphone | security door | full day concierge | centralized tv system | shared garden | window frames in double glass / wood | double exposure,6,1 in garage/box,available,100,1960,new / under construction,famagosta,4,central,g
1,320000,110,1,yes,3,electric gate | optic fiber | video entryphone | security door | closet | balcony | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure,8,1 in garage/box,NA,260,1970,good condition / liveable,giambellino,8,central,f
1,415000,70,2,no,2,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | terrace | furnished | cellar | window frames in double glass / metal,3,1 in shared parking,available,90,2010,excellent / refurbished,affori,1,independent,d
1,1025000,139,2,yes,4,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | closet | balcony | terrace | centralized tv system | cellar | shared garden | window frames in double glass / wood,7,1 in garage/box,available,NA,2025,new / under construction,porta vittoria,7,central,a
1,270000,90,1,yes,3,electric gate | optic fiber | video entryphone | balcony | terrace | cellar | shared garden,5,1 in garage/box,available,NA,NA,excellent / refurbished,quartiere adriano,2,central,e
1,249000,67,1,yes,2,security door | external exposure | balcony | half-day concierge | single tv system | furnished | cellar | window frames in double glass / pvc,6,no,available,180,1960,good condition / liveable,corvetto,3,central,NA
1,280000,92,1,yes,4,optic fiber | security door | external exposure | balcony | terrace | centralized tv system | cellar | shared garden | window frames in glass / wood,6,no,available,110,NA,good condition / liveable,chiesa rossa,1,central,g
1,270000,74,1,no,3,electric gate | optic fiber | security door | balcony | centralized tv system | cellar | window frames in glass / wood | double exposure,4,no,available,120,1930,NA,casoretto,1,independent,NA
1,660000,85,1,no,3,optic fiber | video entryphone | security door | external exposure | closet | balcony | centralized tv system | furnished | cellar | window frames in double glass / pvc,4,no,available,200,1910,excellent / refurbished,corso genova,2,central,NA
1,225000,55,1,yes,2,optic fiber | security door | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / pvcdouble exposure,5,no,NA,1600,1960,good condition / liveable,san siro,4,central,g
1,395000,90,1,no,4,balcony | window frames in double glass / metal,4,no,NA,100,NA,excellent / refurbished,dergano,1,independent,e
1,450000,65,1,no,2,optic fiber | security door | closet | single tv system | furnished | window frames in glass / wood | double exposure,3,no,NA,100,1900,good condition / liveable,isola,3,independent,e
1,520000,110,1,yes,3,electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | cellar | window frames in triple glass / pvcdouble exposure,4,no,available,No condominium fees,2023,new / under construction,turro,1,central,a
1,273600,74,1,yes,3,electric gate | video entryphone | alarm system | security door | balcony | window frames in double glass / pvc,5,1 in garage/box,available,NA,2024,excellent / refurbished,affori,2,central,a
1,575000,54,1,yes,1,electric gate | optic fiber | video entryphone | alarm system | security door | centralized tv system | window frames in double glass / pvcdouble exposure,8,no,available,No condominium fees,2023,new / under construction,buenos aires,2,independent,c
1,220000,85,2,yes,3,electric gate | optic fiber | security door | balcony | furnished | cellar | shared garden | double exposure,3,no,available,NA,1997,good condition / liveable,baggio,1,independent,a
1,1120000,85,1,yes,3,kitchen | balcony | exposure south,8,no,available,300,NA,NA,moscova,5,central,a
1,389000,55,1,yes,2,security door | internal exposure | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / wood,5,no,available,NA,1920,good condition / liveable,sempione,mezzanine,independent,NA
1,407000,91,2,no,3,electric gate | optic fiber | video entryphone | security door | internal exposure | closet | single tv system | cellar | private garden | window frames in double glass / pvc,1 floor,1 in shared parking,available,120,1940,excellent / refurbished,crescenzago,ground floor,independent,b
1,209000,50,1,no,2,electric gate | optic fiber | security door | centralized tv system | cellar | window frames in double glass / metal | double exposure,4,no,available,117,1960,good condition / liveable,dergano,mezzanine,central,f
1,329000,85,1,yes,3,security door | balcony | centralized tv system | cellar | window frames in double glass / metal | double exposure,5,no,available,133,1940,good condition / liveable,bovisa,4,central,g
1,249000,70,1,yes,2,optic fiber | security door | external exposure | balcony | half-day concierge | centralized tv system | furnished | cellar | window frames in double glass / pvc,7,no,available,100,1970,excellent / refurbished,corvetto,3,central,g
1,279000,90,2,yes,3,hydromassage | electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure,5,2 in garage/box,available,150,2006,excellent / refurbished,baggio,2,independent,e
1,260000,140,2,no,4,balcony | shared garden,2,1 in garage/box,NA,125,1960,good condition / liveable,baggio,1,central,g
1,450000,150,2,yes,4,electric gate | optic fiber | video entryphone | security door | terrace | full day concierge | centralized tv system | window frames in double glass / wood | double exposure,7,2 in garage/box,available,190,1990,good condition / liveable,quartiere adriano,5,independent,d
1,900000,108,2,yes,3,optic fiber | security door | balcony | single tv system | window frames in double glass / wood | double exposure,4,no,available,300,1835,to be refurbished,carrobbio,3,NA,e
1,259000,53,1,yes,2,electric gate | optic fiber | internal exposure | balcony | full day concierge | centralized tv system | cellar | window frames in glass / wood,6,no,available from 01/10/2024,NA,1950,to be refurbished,monte rosa - lotto,2,central,g
1,290000,70,1,yes,3,optic fiber | video entryphone | security door | internal exposure | centralized tv system | cellar | window frames in triple glass / wood,4,no,available,100,1900,new / under construction,certosa,4,independent,a
1,399000,70,1,yes,2,optic fiber | security door | external exposure | centralized tv system | window frames in double glass / wood,3,no,NA,120,1930,good condition / liveable,porta romana - medaglie d'oro,3,independent,g
1,559000,50,1,yes,2,optic fiber | security door | external exposure | closet | full day concierge | centralized tv system | furnished | shared garden | window frames in glass / wood,4,no,available,100,1930,excellent / refurbished,moscova,1,independent,g
1,320000,52,1,no,2,electric gate | optic fiber | video entryphone | security door | external exposure | centralized tv system | furnished | window frames in double glass / metal,1 floor,no,available,No condominium fees,2023,new / under construction,ghisolfa - mac mahon,ground floor,independent,c
1,1120000,170,1,yes,4,security door | balcony | cellar,8,no,available,No condominium fees,NA,new / under construction,solari,1,central,g
1,870000,60,1,yes,2,optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | full day concierge | window frames in double glass / wood,5,no,available,340,2011,excellent / refurbished,garibaldi - corso como,3,central,b
1,600000,120,2,yes,3,electric gate | optic fiber | video entryphone | security door | balcony | terrace | centralized tv system | cellar | window frames in triple glass / pvcdouble exposure,2,no,available,NA,2025,new / under construction,turro,2,independent,a
1,259000,70,1,yes,2,optic fiber | video entryphone | security door | balcony | single tv system | cellar | window frames in double glass / pvcdouble exposure,8,no,available,208,1950,excellent / refurbished,corvetto,3,central,d
1,210000,60,1,yes,2,electric gate | optic fiber | security door | internal exposure | balcony | full day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal,5,no,NA,115,1960,good condition / liveable,prato centenaro,5,central,g
1,249000,78,1,no,3,electric gate | optic fiber | security door | external exposure | closet | balcony | tv system with satellite dish | partially furnished | cellar | shared garden | window frames in double glass / wood,4,no,available,100,1960,good condition / liveable,cimiano,3,central,g
1,248000,102,1,yes,3,security door | external exposure | centralized tv system | partially furnished | cellar | window frames in double glass / pvc,6,"1 in garage/box, 1 in shared parking",available,200,1960,excellent / refurbished,rogoredo,mezzanine,central,f
1,1050000,150,3,yes,4,balcony | full day concierge,6,1 in garage/box,available,420,1970,to be refurbished,porta venezia,2,central,g
1,328000,55,1,yes,2,electric gate | optic fiber | security door | internal exposure | balcony | centralized tv system | cellar | window frames in double glass / wood,6,no,available,130,1960,good condition / liveable,navigli - darsena,3,central,g
1,319000,75,1,yes,3,hydromassage | electric gate | tavern | optic fiber | video entryphone | security door | external exposure | closet | half-day concierge | centralized tv system | furnished | window frames in double glass / pvc,7,no,available,150,1960,new / under construction,certosa,ground floor,central,e
1,250000,60,1,yes,2,balcony | full day concierge | furnished | shared garden,4,1 in shared parking,NA,142,1950,excellent / refurbished,vigentino - fatima,1,central,d
1,730000,105,2,yes,3,fireplace | security door | full day concierge | window frames in glass / wood | double exposure,4,no,available,175,1800,NA,carrobbio,4,independent,e
1,370000,78,3,yes,4,optic fiber | video entryphone | security door | external exposure | closet | balcony | centralized tv system | furnished | cellar | window frames in double glass / pvc,3,"1 in garage/box, 1 in shared parking",available from 06/03/2024,90,1960,excellent / refurbished,quartiere forlanini,1,central,b
1,270000,60,1,yes,2,electric gate | optic fiber | security door | half-day concierge | cellar | window frames in glass / wood | double exposure,7,no,NA,142,1960,good condition / liveable,martini - insubria,mezzanine,central,f
1,670000,90,1,yes,3,security door | closet | balcony | full day concierge | single tv system | window frames in glass / wood | double exposure,8,no,available from 31/03/2024,250,1963,good condition / liveable,washington,5,central,e
1,350000,84,2,no,3,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | centralized tv system | cellar | private garden | window frames in triple glass / pvc,1 floor,no,available,NA,2023,new / under construction,ponte nuovo,ground floor,independent,a
1,499000,185,3,NA,5+,fireplace | attic | tavern | security door | internal exposure | balcony | full day concierge | cellar | private garden | window frames in double glass / metal,4,2 in garage/box,available,140,1990,good condition / liveable,giambellino,ground floor,independent,f
1,450000,91,1,yes,3,optic fiber | security door | external exposure | half-day concierge | centralized tv system | partially furnished | cellar | window frames in double glass / wood,5,no,available,250,1900,good condition / liveable,pasteur,mezzanine,central,g
1,461000,98,2,yes,3,optic fiber | security door | internal exposure | terrace | centralized tv system | cellar | shared garden | window frames in triple glass / pvc,7,1 in garage/box,available,No condominium fees,2024,new / under construction,giambellino,6,central,a
1,778900,134,3,yes,4,electric gate | optic fiber | video entryphone | alarm system | security door | terrace | centralized tv system | cellar | shared garden | window frames in triple glass / wood | double exposure,9,no,available,NA,2024,new / under construction,cascina dei pomi,7,independent,a
1,418900,64,1,yes,2,electric gate | video entryphone | security door | internal exposure | balcony | centralized tv system | cellar | window frames in double glass / pvc,5,no,available,NA,2023,new / under construction,città studi,2,independent,NA
1,690000,118,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in triple glass / pvcdouble exposure,11,1 in garage/box,NA,350,2015,excellent / refurbished,porta vittoria,2,independent,a
1,820000,126,1,yes,4,optic fiber | security door | full day concierge | centralized tv system | window frames in double glass / wood | double exposure,5,no,available,250,1900,excellent / refurbished,guastalla,mezzanine,central,d
1,370000,100,2,yes,3,electric gate | optic fiber | video entryphone | security door | balcony | terrace | centralized tv system | cellar | shared garden | window frames in double glass / wood | double exposure,6,1 in garage/box,NA,150,1987,excellent / refurbished,quarto cagnino,4,independent,NA
1,285000,70,1,yes,2,electric gate | optic fiber | security door | terrace | full day concierge | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure,5,no,available,130,1960,good condition / liveable,pezzotti - meda,4,central,g
1,139000,50,1,yes,2,electric gate | video entryphone | alarm system | internal exposure | centralized tv system | shared garden | window frames in double glass / pvc,8,1 in shared parking,available,40,1970,excellent / refurbished,crescenzago,ground floor,independent,d
1,255000,106,2,yes,4,electric gate | optic fiber | video entryphone | security door | closet | terrace | full day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood,7,"1 in garage/box, 1 in shared parking",available,250,1980,good condition / liveable,vialba,3,central,d
1,435000,55,1,yes,2,security door | internal exposure | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / pvc,4,no,NA,100,1940,good condition / liveable,porta venezia,3,independent,c
1,339000,124,2,yes,4,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | balcony | centralized tv system | cellar | shared garden | window frames in double glass / pvc,8,1 in garage/box,available,208,1972,good condition / liveable,bisceglie,1,central,g
1,249000,93,2,yes,3,electric gate | video entryphone | security door | balcony | terrace | centralized tv system | cellar | shared garden | window frames in glass / wood | double exposure,4,1 in garage/box,available from 31/12/2024,200,2012,good condition / liveable,vialba,3,independent,b
1,370000,87,1,yes,3,video entryphone | security door | balcony | half-day concierge | centralized tv system | cellar | shared garden | window frames in double glass / metal | double exposure,5,no,available,1800,1950,good condition / liveable,maggiolina,1,central,NA
1,370000,55,1,yes,2,electric gate | optic fiber | video entryphone | security door | balcony | centralized tv system | only kitchen furnished | cellar | shared garden | window frames in double glass / pvcdouble exposure,4,1 in garage/box,available,140,1970,excellent / refurbished,maggiolina,4,independent,b
1,840000,140,2,yes,4,electric gate | optic fiber | video entryphone | alarm system | security door | internal exposure | closet | balcony | centralized tv system | partially furnished | cellar | window frames in double glass / pvc,4,no,available,250,1900,excellent / refurbished,buenos aires,1,central,e
1,285000,70,1,NA,2,electric gate | security door | closet | balcony | centralized tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure,6,no,available,130,1960,excellent / refurbished,barona,ground floor,central,NA
1,200000,67,1,no,3,security door | external exposure | balcony | centralized tv system | window frames in glass / metal,4,no,available,100,1960,to be refurbished,inganni,1,independent,g
1,295000,50,1,yes,2,electric gate | security door | centralized tv system | private garden | window frames in double glass / pvc,5,no,available,100,2024,excellent / refurbished,ghisolfa - mac mahon,ground floor,independent,a
1,290000,54,1,yes,2,electric gate | optic fiber | video entryphone | alarm system | security door | balcony | cellar | shared garden | window frames in triple glass / pvcdouble exposure,5,no,available,50,2024,new / under construction,precotto,1,independent,a
1,398000,85,2,no,3,optic fiber | security door | balcony | terrace | centralized tv system | partially furnished | shared garden | window frames in double glass / metal | double exposure,2,no,available,NA,2000,excellent / refurbished,cermenate - abbiategrasso,2,independent,NA
1,279000,55,1,yes,2,electric gate | optic fiber | security door | balcony | full day concierge | centralized tv system | shared garden | window frames in glass / wood | double exposure,5,no,available,100,1900,to be refurbished,argonne - corsica,2,independent,d
1,900000,100,3,yes,3,alarm system | security door | closet | double exposure,7,no,available,300,NA,new / under construction,duomo,1,central,f
1,299000,75,1,yes,3,optic fiber | security door | closet | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,5,no,available,200,1960,good condition / liveable,corvetto,5,central,d
1,980000,138,2,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | external exposure | balcony | terrace | half-day concierge | centralized tv system | window frames in double glass / wood,5,no,available,180,1930,new / under construction,centrale,5,independent,a
1,220000,30,1,yes,1,electric gate | optic fiber | security door | closet | centralized tv system | furnished | shared garden | window frames in double glass / pvcdouble exposure,4,no,available,100,1960,excellent / refurbished,san siro,4,central,f
1,910000,140,1,no,3,electric gate | optic fiber | video entryphone | security door | internal exposure | full day concierge | centralized tv system | window frames in double glass / wood,5,no,available,430,1935,excellent / refurbished,moscova,ground floor,central,g
1,600000,115,2,yes,3,optic fiber | video entryphone | security door | closet | balcony | half-day concierge | centralized tv system | cellar | window frames in double glass / pvcdouble exposure,6,no,available,400,NA,good condition / liveable,navigli - darsena,3,central,e
1,310000,62,1,yes,2,closet | centralized tv system | partially furnished | cellar | window frames in double glass / pvcdouble exposure,4,no,available,100,1930,to be refurbished,cenisio,2,independent,f
1,895000,135,2,yes,4,hydromassage | electric gate | alarm system | closet | half-day concierge | centralized tv system | furnished | cellar | shared garden | window frames in double glass / wood | double exposure,4,no,available,300,1960,good condition / liveable,carrobbio,mezzanine,central,g
1,240000,55,1,no,2,optic fiber | security door | external exposure | balcony | half-day concierge | centralized tv system | partially furnished | cellar | shared garden | window frames in glass / pvc,5,no,available,NA,1950,good condition / liveable,cermenate - abbiategrasso,5,independent,NA
1,599000,180,2,yes,4,tennis court | optic fiber | video entryphone | alarm system | security door | balcony | terrace | half-day concierge | cellar | window frames in double glass / pvc,5,1 in garage/box,NA,500,NA,good condition / liveable,maggiolina,3,central,f
1,369000,110,2,no,4,fireplace | optic fiber | security door | balcony | centralized tv system | cellar | window frames in double glass / pvcdouble exposure,3,no,available,125,1930,good condition / liveable,parco trotter,3,independent,f
1,1150000,110,1,yes,3,electric gate | optic fiber | video entryphone | alarm system | security door | closet | balcony | full day concierge | centralized tv system | furnished | shared garden | window frames in glass / wood | double exposure,4,no,available,No condominium fees,1900,new / under construction,indipendenza,4,independent,f
1,285000,116,2,yes,4,electric gate | optic fiber | video entryphone | security door | closet | balcony | centralized tv system | partially furnished | cellar | shared garden | window frames in glass / wood | double exposure,8,no,available,150,1987,good condition / liveable,quarto cagnino,6,central,f
1,750000,185,3+,no,4,electric gate | tavern | optic fiber | video entryphone | alarm system | security door | closet | centralized tv system | furnished | cellar | private garden | window frames in triple glass / wood | double exposure,2,"1 in garage/box, 2 in shared parking",available,290,1990,excellent / refurbished,san siro,ground floor,independent,e
1,638000,100,1,no,3,security door | internal exposure | full day concierge | centralized tv system | window frames in double glass / wood,2,1 in shared parking,available,125,1930,excellent / refurbished,ascanio sforza,1,independent,f
1,215000,59,1,yes,2,electric gate | optic fiber | video entryphone | security door | external exposure | full day concierge | centralized tv system | cellar | window frames in double glass / pvc,8,no,available,150,1985,excellent / refurbished,vigentino - fatima,7,central,b
1,255000,50,1,no,1,electric gate | optic fiber | security door | internal exposure | closet | centralized tv system | furnished | cellar | window frames in glass / metal,2,no,available,120,2019,excellent / refurbished,farini,mezzanine,independent,c
